,coin,market_cap,tw_followers,date
0,binancecoin,79058266963,5391,2021-10-18
1,binancecoin,81885592095,5404,2021-10-19
2,binancecoin,82011979459,5418,2021-10-20
3,binancecoin,84745122606,5433,2021-10-21
4,binancecoin,79624573356,5450,2021-10-22
5,binancecoin,80952725832,5465,2021-10-23
6,binancecoin,81934945154,5481,2021-10-24
7,binancecoin,80199757017,5499,2021-10-25
8,binancecoin,81913681359,5516,2021-10-26
9,binancecoin,80677268288,5529,2021-10-27
10,binancecoin,75903656465,5550,2021-10-28
11,binancecoin,82561621362,5568,2021-10-29
12,binancecoin,88860227505,5590,2021-10-30
13,binancecoin,88364902395,5610,2021-10-31
14,binancecoin,88397508686,5629,2021-11-01
15,binancecoin,92000730617,5660,2021-11-02
16,binancecoin,93300469526,5685,2021-11-03
17,binancecoin,95580886279,5710,2021-11-04
18,binancecoin,93684809790,5737,2021-11-05
19,binancecoin,102239350031,5762,2021-11-06
20,binancecoin,106678784796,5787,2021-11-07
21,binancecoin,109351224513,5818,2021-11-08
22,binancecoin,110441230385,5844,2021-11-09
23,binancecoin,107121024764,5873,2021-11-10
24,binancecoin,102244405701,5900,2021-11-11
25,binancecoin,106206623233,5926,2021-11-12
26,binancecoin,105472491968,5951,2021-11-13
27,binancecoin,109752105406,5974,2021-11-14
28,binancecoin,109344591546,5999,2021-11-15
29,binancecoin,107179034486,6023,2021-11-16
30,binancecoin,99556170880,6023,2021-11-16
31,binance-usd,13033038802,25705,2021-10-18
32,binance-usd,13124786886,25723,2021-10-19
33,binance-usd,13122406302,25866,2021-10-20
34,binance-usd,13275234771,25963,2021-10-21
35,binance-usd,12961931922,26016,2021-10-22
36,binance-usd,12914873201,26042,2021-10-23
37,binance-usd,12940036388,26066,2021-10-24
38,binance-usd,12908345863,26100,2021-10-25
39,binance-usd,12917762924,26125,2021-10-26
40,binance-usd,12809567714,26067,2021-10-27
41,binance-usd,12810147449,26099,2021-10-28
42,binance-usd,13042212324,26121,2021-10-29
43,binance-usd,13221432750,26148,2021-10-30
44,binance-usd,13430480538,26167,2021-10-31
45,binance-usd,13629781135,26198,2021-11-01
46,binance-usd,13744258192,26214,2021-11-02
47,binance-usd,14237875628,26242,2021-11-03
48,binance-usd,14219255846,26262,2021-11-04
49,binance-usd,14061816641,26281,2021-11-05
50,binance-usd,13888867581,26315,2021-11-06
51,binance-usd,13536830542,26333,2021-11-07
52,binance-usd,13655840489,26376,2021-11-08
53,binance-usd,13626438450,26434,2021-11-09
54,binance-usd,13447120917,26470,2021-11-10
55,binance-usd,13030275120,26501,2021-11-11
56,binance-usd,12888540156,26522,2021-11-12
57,binance-usd,12696435458,26566,2021-11-13
58,binance-usd,12755960927,26604,2021-11-14
59,binance-usd,12787979237,26626,2021-11-15
60,binance-usd,12851390026,0,2021-11-16
61,binance-usd,12909341276,0,2021-11-16
62,the-graph,3855353324,0,2021-10-18
63,the-graph,3797559208,151846,2021-10-19
64,the-graph,3865917582,152347,2021-10-20
65,the-graph,4355463121,152789,2021-10-21
66,the-graph,4656738410,0,2021-10-22
67,the-graph,4494179314,153510,2021-10-23
68,the-graph,4404299971,153759,2021-10-24
69,the-graph,4667415359,0,2021-10-25
70,the-graph,5144590673,0,2021-10-26
71,the-graph,5365041205,155366,2021-10-27
72,the-graph,4643858114,155739,2021-10-28
73,the-graph,4667975015,156098,2021-10-29
74,the-graph,4833061048,156389,2021-10-30
75,the-graph,4549635897,156743,2021-10-31
76,the-graph,5133298178,157225,2021-11-01
77,the-graph,4931988044,157888,2021-11-02
78,the-graph,4883634243,158503,2021-11-03
79,the-graph,4918654258,159063,2021-11-04
80,the-graph,5145911117,0,2021-11-05
81,the-graph,5318132422,160563,2021-11-06
82,the-graph,5270899019,0,2021-11-07
83,the-graph,5471326854,0,2021-11-08
84,the-graph,5567399408,162491,2021-11-09
85,the-graph,6046696211,163561,2021-11-10
86,the-graph,5378114592,164183,2021-11-11
87,the-graph,5524497293,0,2021-11-12
88,the-graph,5322434951,0,2021-11-13
89,the-graph,5465937174,165776,2021-11-14
90,the-graph,5305192015,166259,2021-11-15
91,the-graph,5112948029,166619,2021-11-16
92,the-graph,4707527529,166619,2021-11-16
93,pancakeswap-token,4530304877,1100,2021-10-18
94,pancakeswap-token,4622677409,1100,2021-10-19
95,pancakeswap-token,4676752417,1101,2021-10-20
96,pancakeswap-token,4797916410,1101,2021-10-21
97,pancakeswap-token,4669044998,1103,2021-10-22
98,pancakeswap-token,4654173347,1105,2021-10-23
99,pancakeswap-token,4692557270,1108,2021-10-24
100,pancakeswap-token,4612535781,1111,2021-10-25
101,pancakeswap-token,4706715333,1114,2021-10-26
102,pancakeswap-token,4586718115,1116,2021-10-27
103,pancakeswap-token,4285297900,1119,2021-10-28
104,pancakeswap-token,4310358620,1123,2021-10-29
105,pancakeswap-token,4417854635,1126,2021-10-30
106,pancakeswap-token,4265376571,1130,2021-10-31
107,pancakeswap-token,4209653071,1134,2021-11-01
108,pancakeswap-token,4365651576,1139,2021-11-02
109,pancakeswap-token,4413899177,1143,2021-11-03
110,pancakeswap-token,4504345483,1148,2021-11-04
111,pancakeswap-token,4489557221,1152,2021-11-05
112,pancakeswap-token,4666758205,1157,2021-11-06
113,pancakeswap-token,4607460831,1162,2021-11-07
114,pancakeswap-token,4850542613,1167,2021-11-08
115,pancakeswap-token,4837098036,1172,2021-11-09
116,pancakeswap-token,4756867238,1178,2021-11-10
117,pancakeswap-token,4402285330,1182,2021-11-11
118,pancakeswap-token,4562624245,1187,2021-11-12
119,pancakeswap-token,4422020435,1192,2021-11-13
120,pancakeswap-token,4483565018,1197,2021-11-14
121,pancakeswap-token,4426518743,1202,2021-11-15
122,pancakeswap-token,4612024692,1207,2021-11-16
123,pancakeswap-token,4208074665,1207,2021-11-16
124,ontology,821423693,0,2021-10-18
125,ontology,801611174,164303,2021-10-19
126,ontology,807700441,164732,2021-10-20
127,ontology,846211931,165040,2021-10-21
128,ontology,846692907,0,2021-10-22
129,ontology,856550157,0,2021-10-23
130,ontology,843236597,166603,2021-10-24
131,ontology,827826851,0,2021-10-25
132,ontology,850897910,0,2021-10-26
133,ontology,846575379,168624,2021-10-27
134,ontology,747235010,169886,2021-10-28
135,ontology,780147692,170333,2021-10-29
136,ontology,808936649,0,2021-10-30
137,ontology,860367053,170806,2021-10-31
138,ontology,911770406,0,2021-11-01
139,ontology,898061523,171428,2021-11-02
140,ontology,901308349,171694,2021-11-03
141,ontology,940888990,171935,2021-11-04
142,ontology,968405334,0,2021-11-05
143,ontology,996889114,0,2021-11-06
144,ontology,935734923,0,2021-11-07
145,ontology,937685469,0,2021-11-08
146,ontology,949245314,173095,2021-11-09
147,ontology,1039565647,173423,2021-11-10
148,ontology,930275618,173614,2021-11-11
149,ontology,937245217,0,2021-11-12
150,ontology,912294644,0,2021-11-13
151,ontology,945245264,175760,2021-11-14
152,ontology,971270627,176009,2021-11-15
153,ontology,932734764,176180,2021-11-16
154,ontology,882449864,176180,2021-11-16
155,1inch,637422307,278567,2021-10-18
156,1inch,624923523,278820,2021-10-19
157,1inch,678193856,279479,2021-10-20
158,1inch,761896541,280242,2021-10-21
159,1inch,750180444,280850,2021-10-22
160,1inch,731273075,281328,2021-10-23
161,1inch,725011829,281956,2021-10-24
162,1inch,691808863,282586,2021-10-25
163,1inch,732558368,0,2021-10-26
164,1inch,715521845,285491,2021-10-27
165,1inch,1007477416,290995,2021-10-28
166,1inch,931943483,294687,2021-10-29
167,1inch,903884947,297668,2021-10-30
168,1inch,847790297,0,2021-10-31
169,1inch,829227928,304645,2021-11-01
170,1inch,826237976,312581,2021-11-02
171,1inch,834819587,319880,2021-11-03
172,1inch,799712887,326622,2021-11-04
173,1inch,803039863,333180,2021-11-05
174,1inch,797921761,339528,2021-11-06
175,1inch,796266910,345871,2021-11-07
176,1inch,825860734,0,2021-11-08
177,1inch,830447080,359851,2021-11-09
178,1inch,809830463,366166,2021-11-10
179,1inch,732221287,371873,2021-11-11
180,1inch,776164220,0,2021-11-12
181,1inch,753135191,382103,2021-11-13
182,1inch,772544714,386441,2021-11-14
183,1inch,769267688,391090,2021-11-15
184,1inch,759635259,395266,2021-11-16
185,1inch,711423916,395266,2021-11-16
186,coin98,624774927,235029,2021-10-18
187,coin98,634423209,235477,2021-10-19
188,coin98,629625340,236064,2021-10-20
189,coin98,657133588,236302,2021-10-21
190,coin98,645164061,236437,2021-10-22
191,coin98,662837839,236063,2021-10-23
192,coin98,706404298,236695,2021-10-24
193,coin98,701613518,0,2021-10-25
194,coin98,745990122,0,2021-10-26
195,coin98,756807344,237033,2021-10-27
196,coin98,649622565,237538,2021-10-28
197,coin98,670874314,0,2021-10-29
198,coin98,685509770,238482,2021-10-30
199,coin98,667679342,0,2021-10-31
200,coin98,680045192,0,2021-11-01
201,coin98,692287822,239649,2021-11-02
202,coin98,689250155,240474,2021-11-03
203,coin98,761686545,240978,2021-11-04
204,coin98,718195671,0,2021-11-05
205,coin98,714513475,0,2021-11-06
206,coin98,715811811,242095,2021-11-07
207,coin98,721427343,0,2021-11-08
208,coin98,746054313,242435,2021-11-09
209,coin98,789476293,242660,2021-11-10
210,coin98,706734734,243100,2021-11-11
211,coin98,721540211,0,2021-11-12
212,coin98,695400581,0,2021-11-13
213,coin98,704968557,244224,2021-11-14
214,coin98,703699719,244558,2021-11-15
215,coin98,688754954,245092,2021-11-16
216,coin98,616456756,245092,2021-11-16
217,swipe,432241908,21414,2021-10-18
218,swipe,440750026,21581,2021-10-19
219,swipe,439473583,21856,2021-10-20
220,swipe,461024172,22068,2021-10-21
221,swipe,438340620,22292,2021-10-22
222,swipe,444357544,22478,2021-10-23
223,swipe,443439804,22768,2021-10-24
224,swipe,429427012,22949,2021-10-25
225,swipe,438513481,0,2021-10-26
226,swipe,435957236,23510,2021-10-27
227,swipe,389207187,23768,2021-10-28
228,swipe,408413992,24009,2021-10-29
229,swipe,426662661,24252,2021-10-30
230,swipe,427688339,0,2021-10-31
231,swipe,472685446,25511,2021-11-01
232,swipe,467988497,26095,2021-11-02
233,swipe,474358357,26649,2021-11-03
234,swipe,466779807,27419,2021-11-04
235,swipe,457869586,27830,2021-11-05
236,swipe,473159559,28209,2021-11-06
237,swipe,465933344,28524,2021-11-07
238,swipe,462529329,28920,2021-11-08
239,swipe,490390290,29372,2021-11-09
240,swipe,506096298,29690,2021-11-10
241,swipe,458490765,30015,2021-11-11
242,swipe,467905671,30288,2021-11-12
243,swipe,461774868,30713,2021-11-13
244,swipe,500169177,31060,2021-11-14
245,swipe,489937598,31536,2021-11-15
246,swipe,539278050,0,2021-11-16
247,swipe,539113672,0,2021-11-16
248,injective-protocol,391424563,87114,2021-10-18
249,injective-protocol,409964969,87224,2021-10-19
250,injective-protocol,439571122,87497,2021-10-20
251,injective-protocol,445201375,87604,2021-10-21
252,injective-protocol,417284903,0,2021-10-22
253,injective-protocol,415326220,87739,2021-10-23
254,injective-protocol,555256294,87827,2021-10-24
255,injective-protocol,525499111,0,2021-10-25
256,injective-protocol,530505876,87973,2021-10-26
257,injective-protocol,532045843,88008,2021-10-27
258,injective-protocol,461776329,88060,2021-10-28
259,injective-protocol,481611068,88158,2021-10-29
260,injective-protocol,494457583,88203,2021-10-30
261,injective-protocol,475293372,88265,2021-10-31
262,injective-protocol,475214575,88337,2021-11-01
263,injective-protocol,461908620,88433,2021-11-02
264,injective-protocol,476721587,88622,2021-11-03
265,injective-protocol,491440875,88782,2021-11-04
266,injective-protocol,477546415,0,2021-11-05
267,injective-protocol,505062066,89016,2021-11-06
268,injective-protocol,530494398,0,2021-11-07
269,injective-protocol,580430565,0,2021-11-08
270,injective-protocol,584286289,89600,2021-11-09
271,injective-protocol,566857856,89935,2021-11-10
272,injective-protocol,517334269,90072,2021-11-11
273,injective-protocol,582955869,0,2021-11-12
274,injective-protocol,557003144,90352,2021-11-13
275,injective-protocol,530787712,90425,2021-11-14
276,injective-protocol,519203099,90544,2021-11-15
277,injective-protocol,576416625,90699,2021-11-16
278,injective-protocol,513319024,90699,2021-11-16
279,alpha-finance,453522756,82952,2021-10-18
280,alpha-finance,463936281,83326,2021-10-19
281,alpha-finance,456606237,83486,2021-10-20
282,alpha-finance,471578982,83738,2021-10-21
283,alpha-finance,464233426,0,2021-10-22
284,alpha-finance,473653555,0,2021-10-23
285,alpha-finance,474416020,84364,2021-10-24
286,alpha-finance,453347873,0,2021-10-25
287,alpha-finance,471014601,84558,2021-10-26
288,alpha-finance,491382826,84652,2021-10-27
289,alpha-finance,428686955,84744,2021-10-28
290,alpha-finance,446252602,84858,2021-10-29
291,alpha-finance,463985731,84959,2021-10-30
292,alpha-finance,450616171,85057,2021-10-31
293,alpha-finance,455035512,0,2021-11-01
294,alpha-finance,475199053,85308,2021-11-02
295,alpha-finance,536856441,85589,2021-11-03
296,alpha-finance,517244874,85785,2021-11-04
297,alpha-finance,529605644,0,2021-11-05
298,alpha-finance,520793481,86273,2021-11-06
299,alpha-finance,505801358,0,2021-11-07
300,alpha-finance,520073367,0,2021-11-08
301,alpha-finance,529345402,86774,2021-11-09
302,alpha-finance,542653031,86903,2021-11-10
303,alpha-finance,491104552,87016,2021-11-11
304,alpha-finance,508655777,0,2021-11-12
305,alpha-finance,529430766,87553,2021-11-13
306,alpha-finance,526268212,87721,2021-11-14
307,alpha-finance,517968876,87840,2021-11-15
308,alpha-finance,518752223,88365,2021-11-16
309,alpha-finance,465823953,88365,2021-11-16
310,trust-wallet-token,380669008,7893,2021-10-18
311,trust-wallet-token,378919783,7927,2021-10-19
312,trust-wallet-token,381742970,7967,2021-10-20
313,trust-wallet-token,390575355,8039,2021-10-21
314,trust-wallet-token,375304980,8083,2021-10-22
315,trust-wallet-token,384479960,8127,2021-10-23
316,trust-wallet-token,378224315,8179,2021-10-24
317,trust-wallet-token,364997593,0,2021-10-25
318,trust-wallet-token,381782018,8287,2021-10-26
319,trust-wallet-token,377507634,8421,2021-10-27
320,trust-wallet-token,361664716,8484,2021-10-28
321,trust-wallet-token,354106641,0,2021-10-29
322,trust-wallet-token,357509972,8668,2021-10-30
323,trust-wallet-token,370839149,8767,2021-10-31
324,trust-wallet-token,360784622,8854,2021-11-01
325,trust-wallet-token,365419380,8950,2021-11-02
326,trust-wallet-token,407596464,9016,2021-11-03
327,trust-wallet-token,429101647,9084,2021-11-04
328,trust-wallet-token,396342152,0,2021-11-05
329,trust-wallet-token,398060654,0,2021-11-06
330,trust-wallet-token,395166319,9312,2021-11-07
331,trust-wallet-token,390794787,0,2021-11-08
332,trust-wallet-token,395245261,9458,2021-11-09
333,trust-wallet-token,408311111,9520,2021-11-10
334,trust-wallet-token,387517788,9606,2021-11-11
335,trust-wallet-token,458525932,0,2021-11-12
336,trust-wallet-token,442799622,9750,2021-11-13
337,trust-wallet-token,454741184,9808,2021-11-14
338,trust-wallet-token,436812313,9858,2021-11-15
339,trust-wallet-token,417121505,9894,2021-11-16
340,trust-wallet-token,414543683,9894,2021-11-16
341,bakerytoken,381841302,390225,2021-10-18
342,bakerytoken,386897779,390222,2021-10-19
343,bakerytoken,388310973,390506,2021-10-20
344,bakerytoken,411300377,390860,2021-10-21
345,bakerytoken,392504590,391262,2021-10-22
346,bakerytoken,395923509,0,2021-10-23
347,bakerytoken,398045855,391734,2021-10-24
348,bakerytoken,383566176,392037,2021-10-25
349,bakerytoken,398319985,0,2021-10-26
350,bakerytoken,392585177,392036,2021-10-27
351,bakerytoken,338148339,392444,2021-10-28
352,bakerytoken,355410757,392920,2021-10-29
353,bakerytoken,367821022,393573,2021-10-30
354,bakerytoken,397517367,0,2021-10-31
355,bakerytoken,384974823,394676,2021-11-01
356,bakerytoken,395027848,395212,2021-11-02
357,bakerytoken,420527984,395854,2021-11-03
358,bakerytoken,412611222,396400,2021-11-04
359,bakerytoken,401016021,0,2021-11-05
360,bakerytoken,402889197,397518,2021-11-06
361,bakerytoken,394546610,398076,2021-11-07
362,bakerytoken,405562153,0,2021-11-08
363,bakerytoken,407630208,399065,2021-11-09
364,bakerytoken,421048316,399730,2021-11-10
365,bakerytoken,398190021,400275,2021-11-11
366,bakerytoken,411659551,0,2021-11-12
367,bakerytoken,399646015,401616,2021-11-13
368,bakerytoken,418507505,402356,2021-11-14
369,bakerytoken,419769363,402978,2021-11-15
370,bakerytoken,406646406,403506,2021-11-16
371,bakerytoken,371455838,403506,2021-11-16
372,venus,314285966,128408,2021-10-18
373,venus,311721183,128501,2021-10-19
374,venus,340259469,128665,2021-10-20
375,venus,379571120,128824,2021-10-21
376,venus,357557461,128938,2021-10-22
377,venus,357645822,129011,2021-10-23
378,venus,361069608,129184,2021-10-24
379,venus,347728371,129298,2021-10-25
380,venus,341998015,0,2021-10-26
381,venus,323049478,129495,2021-10-27
382,venus,303844105,129627,2021-10-28
383,venus,293870607,0,2021-10-29
384,venus,303409335,129916,2021-10-30
385,venus,293836600,130054,2021-10-31
386,venus,297489152,130182,2021-11-01
387,venus,294682318,130346,2021-11-02
388,venus,302614765,130472,2021-11-03
389,venus,305064069,130645,2021-11-04
390,venus,294519908,130850,2021-11-05
391,venus,301253677,131060,2021-11-06
392,venus,301842814,0,2021-11-07
393,venus,309602595,0,2021-11-08
394,venus,324969608,131634,2021-11-09
395,venus,318459312,131856,2021-11-10
396,venus,288058116,132053,2021-11-11
397,venus,296146320,0,2021-11-12
398,venus,279102636,0,2021-11-13
399,venus,287859202,132575,2021-11-14
400,venus,278960195,132751,2021-11-15
401,venus,285166470,132914,2021-11-16
402,venus,271245643,132914,2021-11-16
403,btc-standard-hashrate-token,300661619,66998,2021-10-18
404,btc-standard-hashrate-token,299380965,67004,2021-10-19
405,btc-standard-hashrate-token,348360621,67100,2021-10-20
406,btc-standard-hashrate-token,358174968,67183,2021-10-21
407,btc-standard-hashrate-token,329092507,0,2021-10-22
408,btc-standard-hashrate-token,318405656,67311,2021-10-23
409,btc-standard-hashrate-token,337154497,67365,2021-10-24
410,btc-standard-hashrate-token,307676761,67388,2021-10-25
411,btc-standard-hashrate-token,324927282,67364,2021-10-26
412,btc-standard-hashrate-token,315904982,67221,2021-10-27
413,btc-standard-hashrate-token,268345505,67235,2021-10-28
414,btc-standard-hashrate-token,276746273,67263,2021-10-29
415,btc-standard-hashrate-token,281382667,67271,2021-10-30
416,btc-standard-hashrate-token,275300761,67081,2021-10-31
417,btc-standard-hashrate-token,271473688,67052,2021-11-01
418,btc-standard-hashrate-token,272000317,66838,2021-11-02
419,btc-standard-hashrate-token,278371460,66853,2021-11-03
420,btc-standard-hashrate-token,269286603,66875,2021-11-04
421,btc-standard-hashrate-token,263864674,0,2021-11-05
422,btc-standard-hashrate-token,266245712,66942,2021-11-06
423,btc-standard-hashrate-token,263052375,0,2021-11-07
424,btc-standard-hashrate-token,268947134,67004,2021-11-08
425,btc-standard-hashrate-token,300824216,67046,2021-11-09
426,btc-standard-hashrate-token,282691680,67059,2021-11-10
427,btc-standard-hashrate-token,267863977,67107,2021-11-11
428,btc-standard-hashrate-token,271750911,0,2021-11-12
429,btc-standard-hashrate-token,266774776,67173,2021-11-13
430,btc-standard-hashrate-token,270755273,67174,2021-11-14
431,btc-standard-hashrate-token,276919743,67200,2021-11-15
432,btc-standard-hashrate-token,270767276,67202,2021-11-16
433,btc-standard-hashrate-token,246967745,67202,2021-11-16
434,auction,238469759,82967,2021-10-18
435,auction,287591044,83042,2021-10-19
436,auction,246130492,83159,2021-10-20
437,auction,263356200,83346,2021-10-21
438,auction,376733122,0,2021-10-22
439,auction,313020617,83778,2021-10-23
440,auction,289277221,83860,2021-10-24
441,auction,270196071,0,2021-10-25
442,auction,309935869,84053,2021-10-26
443,auction,283299980,84035,2021-10-27
444,auction,236774716,84025,2021-10-28
445,auction,249833242,84114,2021-10-29
446,auction,275155913,84199,2021-10-30
447,auction,261682998,84326,2021-10-31
448,auction,260301772,84391,2021-11-01
449,auction,259723100,84453,2021-11-02
450,auction,269557804,84572,2021-11-03
451,auction,284848018,84636,2021-11-04
452,auction,287398877,0,2021-11-05
453,auction,269817843,84756,2021-11-06
454,auction,275393824,0,2021-11-07
455,auction,298959871,0,2021-11-08
456,auction,284388354,84866,2021-11-09
457,auction,285346045,84889,2021-11-10
458,auction,275931590,84972,2021-11-11
459,auction,292466516,0,2021-11-12
460,auction,280894645,85204,2021-11-13
461,auction,290887190,85220,2021-11-14
462,auction,274044326,85253,2021-11-15
463,auction,264230943,85280,2021-11-16
464,auction,247945353,85280,2021-11-16
465,catecoin,29641234,31658,2021-10-18
466,catecoin,21513822,31973,2021-10-19
467,catecoin,27012420,32124,2021-10-20
468,catecoin,22437121,32209,2021-10-21
469,catecoin,26209917,32323,2021-10-22
470,catecoin,25386426,32423,2021-10-23
471,catecoin,31503756,32573,2021-10-24
472,catecoin,41230164,32851,2021-10-25
473,catecoin,42058889,33057,2021-10-26
474,catecoin,50023897,33361,2021-10-27
475,catecoin,42033386,33697,2021-10-28
476,catecoin,61629955,34610,2021-10-29
477,catecoin,80571577,36503,2021-10-30
478,catecoin,104358760,37889,2021-10-31
479,catecoin,103663752,39817,2021-11-01
480,catecoin,176181237,43053,2021-11-02
481,catecoin,280330877,46260,2021-11-03
482,catecoin,165835473,47644,2021-11-04
483,catecoin,174578545,48740,2021-11-05
484,catecoin,215882872,50262,2021-11-06
485,catecoin,184825768,51175,2021-11-07
486,catecoin,246115982,52486,2021-11-08
487,catecoin,237177490,55249,2021-11-09
488,catecoin,388282599,59634,2021-11-10
489,catecoin,273839933,61569,2021-11-11
490,catecoin,253917373,0,2021-11-12
491,catecoin,223371815,63576,2021-11-13
492,catecoin,248531186,64595,2021-11-14
493,catecoin,205565175,65316,2021-11-15
494,catecoin,192853549,66011,2021-11-16
495,catecoin,160018917,66011,2021-11-16
496,math,183229492,0,2021-10-18
497,math,183825732,190434,2021-10-19
498,math,183081338,0,2021-10-20
499,math,179588216,191038,2021-10-21
500,math,171576426,0,2021-10-22
501,math,173858589,191344,2021-10-23
502,math,171358641,191750,2021-10-24
503,math,169985312,0,2021-10-25
504,math,170471418,0,2021-10-26
505,math,170009951,192332,2021-10-27
506,math,162371974,192544,2021-10-28
507,math,163586649,0,2021-10-29
508,math,162889364,0,2021-10-30
509,math,161808923,0,2021-10-31
510,math,158787013,193687,2021-11-01
511,math,154334071,194062,2021-11-02
512,math,155349804,194350,2021-11-03
513,math,155761189,194955,2021-11-04
514,math,152945948,0,2021-11-05
515,math,153100522,0,2021-11-06
516,math,150865176,0,2021-11-07
517,math,149327934,0,2021-11-08
518,math,151340476,196621,2021-11-09
519,math,150132665,197135,2021-11-10
520,math,153748713,197600,2021-11-11
521,math,156487461,0,2021-11-12
522,math,158368803,0,2021-11-13
523,math,155158038,204433,2021-11-14
524,math,159985913,205463,2021-11-15
525,math,158459925,206569,2021-11-16
526,math,155925175,206569,2021-11-16
527,safepal,200637757,397588,2021-10-18
528,safepal,210860696,397688,2021-10-19
529,safepal,197954162,397955,2021-10-20
530,safepal,202369523,398304,2021-10-21
531,safepal,187863376,398651,2021-10-22
532,safepal,188168562,398992,2021-10-23
533,safepal,194939887,399320,2021-10-24
534,safepal,183361478,399567,2021-10-25
535,safepal,191031065,399795,2021-10-26
536,safepal,189546040,398815,2021-10-27
537,safepal,160331937,399068,2021-10-28
538,safepal,167751732,399438,2021-10-29
539,safepal,176721704,404179,2021-10-30
540,safepal,177947150,0,2021-10-31
541,safepal,183606222,408174,2021-11-01
542,safepal,193764591,409059,2021-11-02
543,safepal,197443002,409820,2021-11-03
544,safepal,192230402,410383,2021-11-04
545,safepal,181909737,410873,2021-11-05
546,safepal,175287535,411281,2021-11-06
547,safepal,176921952,411665,2021-11-07
548,safepal,178671565,0,2021-11-08
549,safepal,180963861,412217,2021-11-09
550,safepal,184555035,412629,2021-11-10
551,safepal,162269385,413072,2021-11-11
552,safepal,169366151,0,2021-11-12
553,safepal,168818432,413974,2021-11-13
554,safepal,177088743,414320,2021-11-14
555,safepal,170224991,414762,2021-11-15
556,safepal,170321154,415182,2021-11-16
557,safepal,154946856,415182,2021-11-16
558,seedify-fund,90816092,309098,2021-10-18
559,seedify-fund,98432831,310153,2021-10-19
560,seedify-fund,96684998,311685,2021-10-20
561,seedify-fund,78782171,312652,2021-10-21
562,seedify-fund,74440975,313706,2021-10-22
563,seedify-fund,88669999,314221,2021-10-23
564,seedify-fund,89406357,314706,2021-10-24
565,seedify-fund,87731253,315004,2021-10-25
566,seedify-fund,94208883,0,2021-10-26
567,seedify-fund,98417369,315608,2021-10-27
568,seedify-fund,94962401,316180,2021-10-28
569,seedify-fund,94863436,316718,2021-10-29
570,seedify-fund,111346976,318123,2021-10-30
571,seedify-fund,142139338,0,2021-10-31
572,seedify-fund,157928321,325542,2021-11-01
573,seedify-fund,138306449,328997,2021-11-02
574,seedify-fund,144212294,331659,2021-11-03
575,seedify-fund,175630305,333767,2021-11-04
576,seedify-fund,175149093,336862,2021-11-05
577,seedify-fund,190086542,338643,2021-11-06
578,seedify-fund,196444903,342468,2021-11-07
579,seedify-fund,202189895,0,2021-11-08
580,seedify-fund,193931277,351308,2021-11-09
581,seedify-fund,186583678,349171,2021-11-10
582,seedify-fund,166926909,350456,2021-11-11
583,seedify-fund,164370290,0,2021-11-12
584,seedify-fund,171182453,355886,2021-11-13
585,seedify-fund,180216249,357948,2021-11-14
586,seedify-fund,170733819,359263,2021-11-15
587,seedify-fund,158789489,360407,2021-11-16
588,seedify-fund,154131140,360407,2021-11-16
589,alpaca-finance,146377695,52496,2021-10-18
590,alpaca-finance,147055604,53468,2021-10-19
591,alpaca-finance,146897583,54012,2021-10-20
592,alpaca-finance,144352470,54371,2021-10-21
593,alpaca-finance,141323210,54903,2021-10-22
594,alpaca-finance,139291177,55449,2021-10-23
595,alpaca-finance,140733933,56614,2021-10-24
596,alpaca-finance,136642879,57192,2021-10-25
597,alpaca-finance,136084781,57499,2021-10-26
598,alpaca-finance,137719360,59311,2021-10-27
599,alpaca-finance,129251307,61858,2021-10-28
600,alpaca-finance,136294557,63513,2021-10-29
601,alpaca-finance,145350344,63637,2021-10-30
602,alpaca-finance,141220096,63712,2021-10-31
603,alpaca-finance,139154035,63732,2021-11-01
604,alpaca-finance,143148362,63851,2021-11-02
605,alpaca-finance,142894499,63995,2021-11-03
606,alpaca-finance,141747510,64094,2021-11-04
607,alpaca-finance,138306860,0,2021-11-05
608,alpaca-finance,137119234,64324,2021-11-06
609,alpaca-finance,135588523,0,2021-11-07
610,alpaca-finance,138398855,64573,2021-11-08
611,alpaca-finance,136042810,64641,2021-11-09
612,alpaca-finance,134820191,65912,2021-11-10
613,alpaca-finance,128910364,66506,2021-11-11
614,alpaca-finance,128863113,0,2021-11-12
615,alpaca-finance,124403203,66820,2021-11-13
616,alpaca-finance,125901776,66990,2021-11-14
617,alpaca-finance,136407541,67126,2021-11-15
618,alpaca-finance,131034086,67246,2021-11-16
619,alpaca-finance,129220762,67246,2021-11-16
620,apeswap-finance,151315675,187860,2021-10-18
621,apeswap-finance,147355929,188054,2021-10-19
622,apeswap-finance,148291517,0,2021-10-20
623,apeswap-finance,147358020,188492,2021-10-21
624,apeswap-finance,131207628,0,2021-10-22
625,apeswap-finance,130321735,189288,2021-10-23
626,apeswap-finance,132154108,190014,2021-10-24
627,apeswap-finance,128594866,0,2021-10-25
628,apeswap-finance,123967928,0,2021-10-26
629,apeswap-finance,120038525,190473,2021-10-27
630,apeswap-finance,114371006,190718,2021-10-28
631,apeswap-finance,127014584,0,2021-10-29
632,apeswap-finance,139792961,0,2021-10-30
633,apeswap-finance,139483777,0,2021-10-31
634,apeswap-finance,131649272,191901,2021-11-01
635,apeswap-finance,130145904,192283,2021-11-02
636,apeswap-finance,131582296,192696,2021-11-03
